Deal No.,Status,Deal Created,Enquiry Date,Trader,Responsibility Center,Customer Key,Customer Name
ENQ17553,Lost,FALSE,5/10/2023,Trader36,RC36,C-858,Customer 858
ENQ17556,Lost,FALSE,8/13/2022,Trader36,RC36,C-357,Customer 357
ENQ17559,Fixed,TRUE,6/8/2021,Trader32,RC32,C-2052,Customer 2052
ENQ17555,Lost,FALSE,10/31/2023,Trader26,RC26,C-724,Customer 724
ENQ17557,Fixed,TRUE,7/27/2023,Trader26,RC26,C-322,Customer 322
ENQ17554,Lost,FALSE,4/7/2024,Trader25,RC25,C-774,Customer 774
ENQ17562,Lost,FALSE,12/8/2024,Trader19,RC19,C-1467,Customer 1467
ENQ17565,Lost,FALSE,2/2/2021,Trader70,RC70,C-2047,Customer 2047
ENQ17564,Lost,FALSE,4/13/2023,Trader51,RC51,C-373,Customer 373
ENQ17566,Fixed,TRUE,9/12/2020,Trader5,RC5,C-1329,Customer 1329
ENQ17567,Lost,FALSE,10/6/2022,Trader44,RC44,C-1284,Customer 1284
ENQ17568,Fixed,TRUE,5/5/2024,Trader40,RC40,C-1175,Customer 1175
ENQ17563,Lost,FALSE,8/10/2023,Trader36,RC36,C-72,Customer 72
ENQ17575,Fixed,TRUE,10/27/2020,Trader99,RC99,C-1122,Customer 1122
ENQ17577,Fixed,TRUE,8/12/2020,Trader71,RC71,C-1092,Customer 1092
ENQ17572,Fixed,TRUE,3/6/2020,Trader52,RC52,C-1389,Customer 1389
ENQ17574,Lost,FALSE,6/27/2020,Trader48,RC48,C-1124,Customer 1124
ENQ17573,Fixed,TRUE,4/10/2024,Trader40,RC40,C-1175,Customer 1175
ENQ17570,Lost,FALSE,6/27/2021,Trader27,RC27,C-1869,Customer 1869
ENQ17571,Lost,FALSE,5/1/2024,Trader26,RC26,C-185,Customer 185
ENQ17576,Fixed,TRUE,11/20/2020,Trader26,RC26,C-1122,Customer 1122
ENQ17569,Fixed,TRUE,4/22/2023,Trader25,RC25,C-777,Customer 777
ENQ17581,Lost,FALSE,5/24/2021,Trader71,RC71,C-232,Customer 232
ENQ17580,Lost,FALSE,8/5/2021,Trader5,RC5,C-307,Customer 307
ENQ17583,Lost,FALSE,5/24/2021,Trader5,RC5,C-1150,Customer 1150
ENQ17579,Lost,FALSE,12/31/2024,Trader47,RC47,C-788,Customer 788
ENQ17578,Fixed,TRUE,4/8/2023,Trader26,RC26,C-841,Customer 841
ENQ17584,Lost,FALSE,3/30/2022,Trader23,RC23,C-1068,Customer 1068
ENQ17582,Lost,FALSE,7/1/2021,Trader17,RC17,C-211,Customer 211
ENQ17589,Lost,FALSE,11/14/2025,Trader56,RC56,C-1532,Customer 1532
ENQ17591,Fixed,TRUE,12/23/2022,Trader48,RC48,C-1141,Customer 1141
ENQ17585,Fixed,TRUE,8/24/2021,Trader44,RC44,C-776,Customer 776
ENQ17587,Fixed,TRUE,2/6/2022,Trader39,RC39,C-253,Customer 253
ENQ17586,Lost,FALSE,7/8/2020,Trader36,RC36,C-306,Customer 306
ENQ17588,Fixed,TRUE,5/21/2024,Trader19,RC19,C-2075,Customer 2075
ENQ17590,Fixed,TRUE,11/22/2024,Trader19,RC19,C-1467,Customer 1467
ENQ17592,Lost,FALSE,9/10/2023,Trader65,RC65,C-83,Customer 83
ENQ17594,Lost,FALSE,6/4/2020,Trader26,RC26,C-271,Customer 271
ENQ17595,Lost,FALSE,8/15/2022,Trader20,RC20,C-1185,Customer 1185
ENQ17593,Fixed,TRUE,12/3/2021,Trader19,RC19,C-712,Customer 712
ENQ17596,Lost,FALSE,1/24/2025,Trader71,RC71,C-759,Customer 759
ENQ17599,Lost,FALSE,5/2/2024,Trader71,RC71,C-352,Customer 352
ENQ17606,Lost,FALSE,10/4/2021,Trader65,RC65,C-1117,Customer 1117
ENQ17607,Fixed,TRUE,12/19/2022,Trader65,RC65,C-1053,Customer 1053
ENQ17598,Fixed,TRUE,10/24/2023,Trader60,RC60,C-625,Customer 625
ENQ17604,Fixed,TRUE,1/27/2021,Trader56,RC56,C-1290,Customer 1290
ENQ17605,Lost,FALSE,4/20/2021,Trader48,RC48,C-1185,Customer 1185
ENQ17597,Lost,FALSE,7/11/2021,Trader36,RC36,C-72,Customer 72
ENQ17600,Lost,FALSE,8/10/2023,Trader36,RC36,C-306,Customer 306
ENQ17601,Lost,FALSE,10/28/2021,Trader27,RC27,C-1689,Customer 1689
ENQ17603,Lost,FALSE,12/18/2025,Trader26,RC26,C-1569,Customer 1569
ENQ17602,Fixed,TRUE,11/14/2024,Trader18,RC18,C-1601,Customer 1601
ENQ17614,Lost,FALSE,2/12/2025,Trader65,RC65,C-1370,Customer 1370
ENQ17610,Fixed,TRUE,1/23/2025,Trader58,RC58,C-727,Customer 727
ENQ17612,Lost,FALSE,4/11/2020,Trader52,RC52,C-1497,Customer 1497
ENQ17613,Lost,FALSE,6/4/2022,Trader52,RC52,C-1433,Customer 1433
ENQ17615,Lost,FALSE,3/3/2025,Trader52,RC52,C-1287,Customer 1287
ENQ17616,Lost,FALSE,5/21/2022,Trader5,RC5,C-1150,Customer 1150
ENQ17611,Lost,FALSE,1/15/2023,Trader42,RC42,C-327,Customer 327
ENQ17608,Lost,FALSE,4/8/2024,Trader23,RC23,C-983,Customer 983
ENQ17609,Fixed,TRUE,1/19/2022,Trader23,RC23,C-926,Customer 926
ENQ17623,Lost,FALSE,6/27/2025,Trader65,RC65,C-1786,Customer 1786
ENQ17625,Lost,FALSE,10/17/2021,Trader64,RC64,C-1275,Customer 1275
ENQ17626,Lost,FALSE,10/20/2021,Trader63,RC63,C-1107,Customer 1107
ENQ17622,Lost,FALSE,7/2/2025,Trader51,RC51,C-2277,Customer 2277
ENQ17617,Fixed,TRUE,9/5/2022,Trader5,RC5,C-676,Customer 676
ENQ17621,Lost,FALSE,2/3/2021,Trader5,RC5,C-261,Customer 261
ENQ17624,Lost,FALSE,12/19/2020,Trader5,RC5,C-1626,Customer 1626
ENQ17627,Lost,FALSE,8/13/2023,Trader44,RC44,C-1039,Customer 1039
ENQ17620,Fixed,TRUE,4/29/2022,Trader26,RC26,C-322,Customer 322
ENQ17618,Fixed,TRUE,7/15/2020,Trader17,RC17,C-530,Customer 530
ENQ17619,Lost,FALSE,3/3/2020,Trader17,RC17,C-371,Customer 371
ENQ17631,Lost,FALSE,8/15/2020,Trader51,RC51,C-1824,Customer 1824
ENQ17635,Lost,FALSE,7/14/2022,Trader42,RC42,C-1025,Customer 1025
ENQ17630,Lost,FALSE,3/17/2024,Trader36,RC36,C-232,Customer 232
ENQ17632,Lost,FALSE,8/9/2023,Trader27,RC27,C-1689,Customer 1689
ENQ17629,Fixed,TRUE,5/29/2023,Trader25,RC25,C-774,Customer 774
ENQ17628,Fixed,TRUE,3/23/2020,Trader17,RC17,C-783,Customer 783
ENQ17634,Lost,FALSE,1/23/2022,Trader14,RC14,C-1039,Customer 1039
ENQ17633,Lost,FALSE,3/26/2022,Trader11,RC11,C-1487,Customer 1487
ENQ17639,Lost,FALSE,9/3/2020,Trader71,RC71,C-232,Customer 232
ENQ17636,Lost,FALSE,11/21/2021,Trader61,RC61,C-902,Customer 902
ENQ17637,Lost,FALSE,8/31/2021,Trader51,RC51,C-860,Customer 860
ENQ17640,Lost,FALSE,3/22/2025,Trader51,RC51,C-1776,Customer 1776
ENQ17641,Lost,FALSE,1/15/2025,Trader42,RC42,C-1639,Customer 1639
ENQ17638,Lost,FALSE,12/5/2023,Trader26,RC26,C-56,Customer 56
ENQ17642,Fixed,TRUE,8/8/2023,Trader18,RC18,C-1345,Customer 1345
ENQ17652,Lost,FALSE,6/20/2020,Trader77,RC77,C-1530,Customer 1530
ENQ17648,Lost,FALSE,7/15/2022,Trader71,RC71,C-675,Customer 675
ENQ17649,Lost,FALSE,6/15/2021,Trader71,RC71,C-643,Customer 643
ENQ17650,Lost,FALSE,11/15/2020,Trader71,RC71,C-352,Customer 352
ENQ17654,Lost,FALSE,1/5/2023,Trader71,RC71,C-1092,Customer 1092
ENQ17655,Fixed,TRUE,3/19/2020,Trader71,RC71,C-1092,Customer 1092
ENQ17651,Fixed,TRUE,4/6/2021,Trader7,RC7,C-1544,Customer 1544
ENQ17647,Fixed,TRUE,11/18/2024,Trader5,RC5,C-676,Customer 676
ENQ17653,Fixed,TRUE,11/30/2022,Trader48,RC48,C-1124,Customer 1124
ENQ17644,Lost,FALSE,4/4/2023,Trader44,RC44,C-9999,Customer 9999
ENQ17643,Lost,FALSE,10/5/2020,Trader42,RC42,C-9999,Customer 9999
ENQ17645,Lost,FALSE,2/12/2025,Trader4,RC4,C-860,Customer 860
ENQ17646,Fixed,TRUE,11/9/2020,Trader26,RC26,C-725,Customer 725
ENQ17658,Fixed,TRUE,9/5/2022,Trader71,RC71,C-759,Customer 759
ENQ17664,Lost,FALSE,6/28/2023,Trader63,RC63,C-1191,Customer 1191
ENQ17663,Lost,FALSE,12/3/2022,Trader52,RC52,C-1195,Customer 1195
ENQ17661,Lost,FALSE,11/11/2021,Trader46,RC46,C-1406,Customer 1406
ENQ17665,Fixed,TRUE,8/23/2024,Trader40,RC40,C-1175,Customer 1175
ENQ17660,Fixed,TRUE,4/23/2022,Trader39,RC39,C-253,Customer 253
ENQ17662,Lost,FALSE,3/22/2020,Trader36,RC36,C-137,Customer 137
ENQ17656,Lost,FALSE,9/17/2025,Trader32,RC32,C-9999,Customer 9999
ENQ17657,Lost,FALSE,5/3/2020,Trader32,RC32,C-9999,Customer 9999
ENQ17659,Lost,FALSE,12/15/2021,Trader26,RC26,C-322,Customer 322
ENQ17666,Fixed,TRUE,1/26/2022,Trader10,RC10,C-1069,Customer 1069
ENQ17670,Lost,FALSE,7/21/2020,Trader71,RC71,C-643,Customer 643
ENQ17671,Fixed,TRUE,10/7/2022,Trader71,RC71,C-306,Customer 306
ENQ17675,Lost,FALSE,10/12/2024,Trader65,RC65,C-1370,Customer 1370
ENQ17673,Fixed,TRUE,3/5/2025,Trader58,RC58,C-167,Customer 167
ENQ17674,Fixed,TRUE,4/3/2022,Trader52,RC52,C-1459,Customer 1459
ENQ17676,Lost,FALSE,2/10/2025,Trader5,RC5,C-1114,Customer 1114
ENQ17669,Fixed,TRUE,12/19/2020,Trader44,RC44,C-776,Customer 776
ENQ17667,Lost,FALSE,9/17/2020,Trader42,RC42,C-9999,Customer 9999
ENQ17668,Lost,FALSE,7/2/2022,Trader41,RC41,C-931,Customer 931
ENQ17672,Lost,FALSE,1/9/2025,Trader35,RC35,C-1780,Customer 1780
ENQ17677,Fixed,TRUE,11/23/2021,Trader17,RC17,C-1024,Customer 1024
ENQ17678,Lost,FALSE,9/4/2024,Trader58,RC58,C-941,Customer 941
ENQ17682,Lost,FALSE,6/10/2025,Trader58,RC58,C-1648,Customer 1648
ENQ17680,Fixed,TRUE,8/21/2021,Trader5,RC5,C-676,Customer 676
ENQ17683,Fixed,TRUE,8/16/2024,Trader39,RC39,C-120,Customer 120
ENQ17681,Fixed,TRUE,7/10/2022,Trader26,RC26,C-322,Customer 322
ENQ17679,Lost,FALSE,4/12/2021,Trader17,RC17,C-891,Customer 891
ENQ17694,Lost,FALSE,10/16/2021,Trader52,RC52,C-1588,Customer 1588
ENQ17696,Fixed,TRUE,11/23/2023,Trader52,RC52,C-1146,Customer 1146
ENQ17693,Lost,FALSE,3/15/2024,Trader51,RC51,C-1781,Customer 1781
ENQ17687,Lost,FALSE,3/3/2025,Trader48,RC48,C-431,Customer 431
ENQ17686,Lost,FALSE,1/5/2022,Trader4,RC4,C-604,Customer 604
ENQ17690,Fixed,TRUE,1/24/2024,Trader36,RC36,C-306,Customer 306
ENQ17688,Fixed,TRUE,7/8/2025,Trader26,RC26,C-322,Customer 322
ENQ17689,Fixed,TRUE,10/23/2023,Trader26,RC26,C-322,Customer 322
ENQ17692,Lost,FALSE,1/11/2020,Trader26,RC26,C-1875,Customer 1875
ENQ17684,Declined,FALSE,7/2/2021,Trader23,RC23,C-909,Customer 909
ENQ17695,Fixed,TRUE,4/9/2023,Trader20,RC20,C-1246,Customer 1246
ENQ17685,Lost,FALSE,9/22/2024,Trader19,RC19,C-712,Customer 712
ENQ17691,Lost,FALSE,2/13/2025,Trader17,RC17,C-211,Customer 211
ENQ17699,Lost,FALSE,5/20/2021,Trader71,RC71,C-691,Customer 691
ENQ17706,Fixed,TRUE,1/13/2024,Trader71,RC71,C-1092,Customer 1092
ENQ17703,Lost,FALSE,4/13/2021,Trader65,RC65,C-188,Customer 188
ENQ17702,Lost,FALSE,1/22/2024,Trader58,RC58,C-1885,Customer 1885
ENQ17700,Lost,FALSE,7/13/2024,Trader5,RC5,C-642,Customer 642
ENQ17705,Lost,FALSE,5/10/2023,Trader48,RC48,C-1310,Customer 1310
ENQ17707,Fixed,TRUE,1/10/2021,Trader41,RC41,C-1085,Customer 1085
ENQ17701,Fixed,TRUE,6/22/2020,Trader36,RC36,C-232,Customer 232
ENQ17704,Lost,FALSE,6/11/2020,Trader21,RC21,C-1316,Customer 1316
ENQ17698,Lost,FALSE,5/6/2024,Trader19,RC19,C-712,Customer 712
ENQ17697,Lost,FALSE,10/1/2021,Trader15,RC15,C-763,Customer 763
ENQ17715,Lost,FALSE,10/9/2020,Trader63,RC63,C-1526,Customer 1526
ENQ17709,Lost,FALSE,9/28/2025,Trader58,RC58,C-799,Customer 799
ENQ17712,Fixed,TRUE,2/2/2020,Trader52,RC52,C-1854,Customer 1854
ENQ17713,Lost,FALSE,5/2/2024,Trader51,RC51,C-1763,Customer 1763
ENQ17710,Lost,FALSE,8/22/2021,Trader48,RC48,C-294,Customer 294
ENQ17714,Fixed,TRUE,12/6/2023,Trader40,RC40,C-1596,Customer 1596
ENQ17716,Lost,FALSE,1/4/2022,Trader29,RC29,C-1079,Customer 1079
ENQ17711,Lost,FALSE,9/23/2021,Trader19,RC19,C-1890,Customer 1890
ENQ17708,Fixed,TRUE,12/15/2022,Trader17,RC17,C-869,Customer 869
ENQ17719,Lost,FALSE,8/19/2024,Trader52,RC52,C-371,Customer 371
ENQ17720,Lost,FALSE,2/11/2023,Trader36,RC36,C-242,Customer 242
ENQ17723,Fixed,TRUE,2/2/2022,Trader36,RC36,C-1125,Customer 1125
ENQ17717,Lost,FALSE,4/1/2020,Trader26,RC26,C-9999,Customer 9999
ENQ17722,Fixed,TRUE,9/14/2022,Trader19,RC19,C-1993,Customer 1993
ENQ17718,Lost,FALSE,5/23/2025,Trader17,RC17,C-869,Customer 869
ENQ17721,Lost,FALSE,10/3/2023,Trader17,RC17,C-211,Customer 211
ENQ17724,Fixed,TRUE,11/30/2024,Trader10,RC10,C-1069,Customer 1069
ENQ17729,Lost,FALSE,12/9/2025,Trader71,RC71,C-691,Customer 691
ENQ17733,Lost,FALSE,6/4/2022,Trader58,RC58,C-173,Customer 173
ENQ17727,Fixed,TRUE,9/22/2021,Trader52,RC52,C-925,Customer 925
ENQ17734,Lost,FALSE,12/18/2025,Trader52,RC52,C-1535,Customer 1535
ENQ17725,Fixed,TRUE,4/22/2020,Trader5,RC5,C-955,Customer 955
ENQ17730,Fixed,TRUE,1/17/2022,Trader5,RC5,C-676,Customer 676
ENQ17735,Lost,FALSE,1/10/2021,Trader48,RC48,C-1310,Customer 1310
ENQ17726,Lost,FALSE,7/7/2022,Trader47,RC47,C-930,Customer 930
ENQ17731,Lost,FALSE,9/11/2021,Trader46,RC46,C-362,Customer 362
ENQ17736,Fixed,TRUE,4/23/2020,Trader41,RC41,C-1142,Customer 1142
ENQ17732,Fixed,TRUE,8/1/2025,Trader26,RC26,C-322,Customer 322
ENQ17728,Lost,FALSE,11/10/2020,Trader19,RC19,C-712,Customer 712
ENQ17740,Fixed,TRUE,5/21/2023,Trader64,RC64,C-1365,Customer 1365
ENQ17739,Lost,FALSE,3/24/2023,Trader42,RC42,C-1426,Customer 1426
ENQ17737,Lost,FALSE,12/21/2025,Trader37,RC37,C-9999,Customer 9999
ENQ17738,Fixed,TRUE,1/2/2024,Trader26,RC26,C-1543,Customer 1543
ENQ17742,Lost,FALSE,2/23/2024,Trader99,RC99,C-9999,Customer 9999
ENQ17745,Fixed,TRUE,4/5/2020,Trader71,RC71,C-395,Customer 395
ENQ17749,Lost,FALSE,10/12/2024,Trader71,RC71,C-1276,Customer 1276
ENQ17743,Lost,FALSE,8/6/2023,Trader65,RC65,C-83,Customer 83
ENQ17741,Lost,FALSE,6/6/2022,Trader42,RC42,C-9999,Customer 9999
ENQ17748,Fixed,TRUE,11/13/2022,Trader39,RC39,C-253,Customer 253
ENQ17744,Lost,FALSE,11/20/2021,Trader36,RC36,C-673,Customer 673
ENQ17747,Fixed,TRUE,3/22/2023,Trader36,RC36,C-306,Customer 306
ENQ17746,Declined,FALSE,7/29/2022,Trader26,RC26,C-369,Customer 369
ENQ17750,Fixed,TRUE,12/30/2023,Trader21,RC21,C-1110,Customer 1110
ENQ17753,Lost,FALSE,1/29/2024,Trader71,RC71,C-643,Customer 643
ENQ17754,Fixed,TRUE,5/7/2024,Trader71,RC71,C-232,Customer 232
ENQ17756,Lost,FALSE,7/27/2022,Trader6,RC6,C-2021,Customer 2021
ENQ17757,Fixed,TRUE,2/17/2022,Trader58,RC58,C-1358,Customer 1358
ENQ17758,Lost,FALSE,3/21/2023,Trader54,RC54,C-1245,Customer 1245
ENQ17751,Lost,FALSE,7/21/2024,Trader26,RC26,C-9999,Customer 9999
ENQ17752,Lost,FALSE,4/22/2023,Trader23,RC23,C-9999,Customer 9999
ENQ17759,Lost,FALSE,4/23/2023,Trader20,RC20,C-1059,Customer 1059
ENQ17755,Fixed,TRUE,2/3/2025,Trader17,RC17,C-231,Customer 231
ENQ17760,Lost,FALSE,7/11/2020,Trader14,RC14,C-1039,Customer 1039
ENQ17764,Fixed,TRUE,12/23/2020,Trader5,RC5,C-1114,Customer 1114
ENQ17763,Fixed,TRUE,4/28/2021,Trader48,RC48,C-1192,Customer 1192
ENQ17762,Lost,FALSE,5/7/2023,Trader42,RC42,C-1426,Customer 1426
ENQ17761,Lost,FALSE,10/3/2022,Trader26,RC26,C-734,Customer 734
ENQ17765,Fixed,TRUE,7/19/2020,Trader10,RC10,C-1069,Customer 1069
ENQ17766,Lost,FALSE,11/15/2022,Trader71,RC71,C-691,Customer 691
ENQ17769,Fixed,TRUE,1/8/2024,Trader71,RC71,C-263,Customer 263
ENQ17773,Lost,FALSE,8/29/2023,Trader65,RC65,C-1370,Customer 1370
ENQ17771,Lost,FALSE,5/2/2024,Trader51,RC51,C-1824,Customer 1824
ENQ17774,Lost,FALSE,11/28/2021,Trader5,RC5,C-1150,Customer 1150
ENQ17768,Fixed,TRUE,4/15/2023,Trader46,RC46,C-362,Customer 362
ENQ17770,Fixed,TRUE,3/31/2025,Trader32,RC32,C-1953,Customer 1953
ENQ17767,Fixed,TRUE,5/3/2021,Trader26,RC26,C-369,Customer 369
ENQ17775,Lost,FALSE,8/2/2023,Trader21,RC21,C-1086,Customer 1086
ENQ17772,Lost,FALSE,10/8/2020,Trader17,RC17,C-1502,Customer 1502
ENQ17781,Fixed,TRUE,4/7/2021,Trader71,RC71,C-306,Customer 306
ENQ17777,Lost,FALSE,9/29/2022,Trader65,RC65,C-83,Customer 83
ENQ17778,Fixed,TRUE,3/12/2020,Trader65,RC65,C-83,Customer 83
ENQ17786,Lost,FALSE,7/7/2021,Trader52,RC52,C-1195,Customer 1195
ENQ17779,Lost,FALSE,2/17/2020,Trader5,RC5,C-344,Customer 344
ENQ17785,Lost,FALSE,1/13/2021,Trader5,RC5,C-1626,Customer 1626
ENQ17783,Fixed,TRUE,9/29/2025,Trader47,RC47,C-2030,Customer 2030
ENQ17784,Lost,FALSE,4/17/2023,Trader42,RC42,C-1660,Customer 1660
ENQ17776,Lost,FALSE,1/26/2020,Trader26,RC26,C-841,Customer 841
ENQ17780,Fixed,TRUE,7/5/2020,Trader26,RC26,C-322,Customer 322
ENQ17787,Fixed,TRUE,6/5/2020,Trader26,RC26,C-1122,Customer 1122
ENQ17782,Lost,FALSE,8/24/2025,Trader15,RC15,C-259,Customer 259
ENQ17793,Lost,FALSE,12/18/2024,Trader65,RC65,C-1370,Customer 1370
ENQ17797,Fixed,TRUE,4/27/2020,Trader62,RC62,C-1034,Customer 1034
ENQ17791,Fixed,TRUE,4/2/2024,Trader58,RC58,C-687,Customer 687
ENQ17792,Fixed,TRUE,11/27/2021,Trader58,RC58,C-687,Customer 687
ENQ17795,Lost,FALSE,12/22/2022,Trader5,RC5,C-1150,Customer 1150
ENQ17794,Lost,FALSE,12/26/2025,Trader47,RC47,C-1285,Customer 1285
ENQ17790,Fixed,TRUE,2/22/2025,Trader36,RC36,C-738,Customer 738
ENQ17788,Lost,FALSE,1/7/2021,Trader26,RC26,C-9999,Customer 9999
ENQ17796,Lost,FALSE,9/24/2021,Trader26,RC26,C-1122,Customer 1122
ENQ17789,Lost,FALSE,5/19/2024,Trader23,RC23,C-9999,Customer 9999
ENQ17804,Lost,FALSE,11/26/2023,Trader63,RC63,C-1156,Customer 1156
ENQ17800,Fixed,TRUE,3/7/2024,Trader58,RC58,C-1850,Customer 1850
ENQ17805,Fixed,TRUE,7/24/2021,Trader58,RC58,C-1054,Customer 1054
ENQ17801,Lost,FALSE,6/4/2021,Trader52,RC52,C-1448,Customer 1448
ENQ17803,Fixed,TRUE,11/19/2024,Trader44,RC44,C-1284,Customer 1284
ENQ17798,Lost,FALSE,4/14/2020,Trader42,RC42,C-9999,Customer 9999
ENQ17799,Lost,FALSE,2/17/2025,Trader36,RC36,C-207,Customer 207
ENQ17802,Fixed,TRUE,11/7/2025,Trader21,RC21,C-1317,Customer 1317
ENQ17812,Lost,FALSE,3/9/2020,Trader70,RC70,C-2046,Customer 2046
ENQ17809,Lost,FALSE,9/13/2023,Trader58,RC58,C-687,Customer 687
ENQ17814,Lost,FALSE,5/13/2020,Trader58,RC58,C-1046,Customer 1046
ENQ17807,Fixed,TRUE,4/25/2022,Trader51,RC51,C-860,Customer 860
ENQ17806,Fixed,TRUE,7/21/2021,Trader41,RC41,C-937,Customer 937
ENQ17808,Lost,FALSE,4/16/2021,Trader36,RC36,C-858,Customer 858
ENQ17811,Fixed,TRUE,7/14/2021,Trader26,RC26,C-322,Customer 322
ENQ17810,Lost,FALSE,11/19/2021,Trader20,RC20,C-390,Customer 390
ENQ17813,Lost,FALSE,4/29/2025,Trader20,RC20,C-1052,Customer 1052
ENQ17820,Lost,FALSE,12/29/2022,Trader71,RC71,C-352,Customer 352
ENQ17825,Fixed,TRUE,6/12/2024,Trader71,RC71,C-1110,Customer 1110
ENQ17821,Lost,FALSE,5/29/2020,Trader68,RC68,C-1868,Customer 1868
ENQ17817,Lost,FALSE,3/23/2025,Trader65,RC65,C-83,Customer 83
ENQ17819,Lost,FALSE,10/27/2020,Trader65,RC65,C-620,Customer 620
ENQ17823,Fixed,TRUE,3/3/2022,Trader60,RC60,C-1343,Customer 1343
ENQ17824,Fixed,TRUE,9/10/2025,Trader58,RC58,C-1189,Customer 1189
ENQ17822,Lost,FALSE,12/24/2025,Trader52,RC52,C-1433,Customer 1433
ENQ17818,Fixed,TRUE,3/11/2022,Trader5,RC5,C-676,Customer 676
ENQ17816,Fixed,TRUE,1/20/2025,Trader26,RC26,C-841,Customer 841
ENQ17815,Lost,FALSE,11/30/2020,Trader19,RC19,C-989,Customer 989
ENQ17827,Lost,FALSE,7/26/2023,Trader65,RC65,C-83,Customer 83
ENQ17828,Fixed,TRUE,12/29/2021,Trader65,RC65,C-83,Customer 83
ENQ17826,Lost,FALSE,10/27/2025,Trader61,RC61,C-902,Customer 902
ENQ17835,Lost,FALSE,2/1/2025,Trader61,RC61,C-1214,Customer 1214
ENQ17829,Fixed,TRUE,2/23/2022,Trader58,RC58,C-687,Customer 687
ENQ17834,Lost,FALSE,4/14/2021,Trader51,RC51,C-1776,Customer 1776
ENQ17836,Lost,FALSE,10/13/2025,Trader5,RC5,C-1150,Customer 1150
ENQ17837,Fixed,TRUE,2/25/2021,Trader5,RC5,C-1150,Customer 1150
ENQ17833,Lost,FALSE,1/9/2022,Trader48,RC48,C-194,Customer 194
ENQ17830,Lost,FALSE,10/2/2024,Trader26,RC26,C-369,Customer 369
ENQ17831,Fixed,TRUE,10/15/2021,Trader26,RC26,C-271,Customer 271
ENQ17832,Lost,FALSE,2/27/2023,Trader17,RC17,C-211,Customer 211
ENQ17844,Fixed,TRUE,4/13/2023,Trader71,RC71,C-1092,Customer 1092
ENQ17842,Lost,FALSE,12/27/2021,Trader52,RC52,C-1433,Customer 1433
ENQ17841,Lost,FALSE,2/11/2022,Trader51,RC51,C-1824,Customer 1824
ENQ17843,Lost,FALSE,4/13/2024,Trader47,RC47,C-1285,Customer 1285
ENQ17839,Fixed,TRUE,1/3/2022,Trader41,RC41,C-931,Customer 931
ENQ17838,Lost,FALSE,8/28/2021,Trader36,RC36,C-9999,Customer 9999
ENQ17840,Lost,FALSE,4/20/2025,Trader19,RC19,C-1831,Customer 1831
ENQ17846,Fixed,TRUE,6/27/2023,Trader65,RC65,C-83,Customer 83
ENQ17854,Lost,FALSE,12/3/2024,Trader52,RC52,C-1159,Customer 1159
ENQ17847,Lost,FALSE,4/9/2022,Trader5,RC5,C-79,Customer 79
ENQ17848,Fixed,TRUE,7/16/2023,Trader5,RC5,C-79,Customer 79
ENQ17853,Fixed,TRUE,9/3/2023,Trader48,RC48,C-1437,Customer 1437
ENQ17852,Fixed,TRUE,9/18/2024,Trader47,RC47,C-2123,Customer 2123
ENQ17851,Lost,FALSE,3/15/2025,Trader42,RC42,C-293,Customer 293
ENQ17845,Lost,FALSE,5/23/2024,Trader26,RC26,C-9999,Customer 9999
ENQ17850,Fixed,TRUE,2/18/2024,Trader26,RC26,C-369,Customer 369
ENQ17849,Fixed,TRUE,3/7/2023,Trader25,RC25,C-620,Customer 620
ENQ17863,Fixed,TRUE,12/31/2022,Trader61,RC61,C-1417,Customer 1417
ENQ17859,Fixed,TRUE,8/11/2021,Trader58,RC58,C-727,Customer 727
ENQ17860,Declined,FALSE,7/9/2024,Trader58,RC58,C-687,Customer 687
ENQ17857,Lost,FALSE,1/22/2021,Trader52,RC52,C-752,Customer 752
ENQ17861,Lost,FALSE,2/19/2025,Trader48,RC48,C-31,Customer 31
ENQ17858,Lost,FALSE,4/2/2022,Trader44,RC44,C-75,Customer 75
ENQ17856,Fixed,TRUE,8/31/2024,Trader36,RC36,C-787,Customer 787
ENQ17862,Lost,FALSE,10/24/2024,Trader26,RC26,C-185,Customer 185
ENQ17855,Lost,FALSE,4/27/2025,Trader23,RC23,C-881,Customer 881
ENQ17866,Fixed,TRUE,1/4/2020,Trader71,RC71,C-232,Customer 232
ENQ17865,Lost,FALSE,9/14/2022,Trader5,RC5,C-261,Customer 261
ENQ17869,Lost,FALSE,10/29/2024,Trader48,RC48,C-1310,Customer 1310
ENQ17870,Lost,FALSE,11/16/2024,Trader48,RC48,C-1235,Customer 1235
ENQ17864,Lost,FALSE,12/18/2022,Trader36,RC36,C-357,Customer 357
ENQ17868,Approved,FALSE,12/25/2023,Trader28,RC28,C-2038,Customer 2038
ENQ17867,Fixed,TRUE,4/24/2022,Trader26,RC26,C-2080,Customer 2080
ENQ17878,Lost,FALSE,1/14/2021,Trader8,RC8,C-1902,Customer 1902
ENQ17873,Lost,FALSE,9/2/2025,Trader71,RC71,C-691,Customer 691
ENQ17875,Lost,FALSE,4/24/2024,Trader71,RC71,C-405,Customer 405
ENQ17884,Fixed,TRUE,7/4/2021,Trader62,RC62,C-1087,Customer 1087
ENQ17880,Lost,FALSE,5/2/2023,Trader58,RC58,C-1358,Customer 1358
ENQ17879,Lost,FALSE,7/30/2022,Trader52,RC52,C-1517,Customer 1517
